dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,yr,price,COGS,revenue,profit
6/2/2021,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0,casual,0,0,3.99,1.24,0,-1.24
6/2/2021,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0,casual,0,0,3.99,1.24,0,-1.24
6/2/2021,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0,casual,0,0,3.99,1.24,0,-1.24
6/2/2021,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0,casual,2,0,3.99,1.24,7.98,6.74
6/2/2021,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0,casual,7,0,3.99,1.24,27.93,26.69
6/2/2021,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0,casual,15,0,3.99,1.24,59.85,58.61
6/2/2021,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0,casual,28,0,3.99,1.24,111.72,110.48
6/2/2021,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0,casual,48,0,3.99,1.24,191.52,190.28
6/2/2021,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0,casual,47,0,3.99,1.24,187.53,186.29
6/2/2021,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0,casual,47,0,3.99,1.24,187.53,186.29
6/2/2021,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0,casual,52,0,3.99,1.24,207.48,206.24
6/2/2021,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0,casual,42,0,3.99,1.24,167.58,166.34
6/2/2021,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0,casual,24,0,3.99,1.24,95.76,94.52
6/2/2021,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0,casual,13,0,3.99,1.24,51.87,50.63
6/2/2021,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0,casual,1,0,3.99,1.24,3.99,2.75
6/2/2021,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0,casual,5,0,3.99,1.24,19.95,18.71
6/2/2021,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,casual,5,0,3.99,1.24,19.95,18.71
6/2/2021,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,casual,5,0,3.99,1.24,19.95,18.71
6/2/2021,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0,casual,4,0,3.99,1.24,15.96,14.72
7/2/2021,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0,casual,1,0,3.99,1.24,3.99,2.75
7/2/2021,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0,casual,1,0,3.99,1.24,3.99,2.75
7/2/2021,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0,casual,0,0,3.99,1.24,0,-1.24
7/2/2021,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0,casual,0,0,3.99,1.24,0,-1.24
7/2/2021,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0,casual,1,0,3.99,1.24,3.99,2.75
7/2/2021,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0,casual,1,0,3.99,1.24,3.99,2.75
7/2/2021,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0,casual,1,0,3.99,1.24,3.99,2.75
7/2/2021,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0,casual,6,0,3.99,1.24,23.94,22.7
7/2/2021,1,0,2,8,0,1,1,2,0.16,0.2273,1,0,casual,7,0,3.99,1.24,27.93,26.69
7/2/2021,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0,casual,3,0,3.99,1.24,11.97,10.73
7/2/2021,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0,casual,6,0,3.99,1.24,23.94,22.7
7/2/2021,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0,casual,11,0,3.99,1.24,43.89,42.65
7/2/2021,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0,casual,7,0,3.99,1.24,27.93,26.69
7/2/2021,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0,casual,10,0,3.99,1.24,39.9,38.66
7/2/2021,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0,casual,8,0,3.99,1.24,31.92,30.68
7/2/2021,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0,casual,4,0,3.99,1.24,15.96,14.72
7/2/2021,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0,casual,16,0,3.99,1.24,63.84,62.6
7/2/2021,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0,casual,9,0,3.99,1.24,35.91,34.67
7/2/2021,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0,casual,5,0,3.99,1.24,19.95,18.71
7/2/2021,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0,casual,5,0,3.99,1.24,19.95,18.71
7/2/2021,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0,casual,6,0,3.99,1.24,23.94,22.7
7/2/2021,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,casual,3,0,3.99,1.24,11.97,10.73
7/2/2021,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0,casual,3,0,3.99,1.24,11.97,10.73
7/2/2021,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0,casual,6,0,3.99,1.24,23.94,22.7
8/2/2021,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0,casual,4,0,3.99,1.24,15.96,14.72
8/2/2021,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0,casual,1,0,3.99,1.24,3.99,2.75
8/2/2021,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0,casual,3,0,3.99,1.24,11.97,10.73
8/2/2021,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0,casual,7,0,3.99,1.24,27.93,26.69
8/2/2021,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0,casual,7,0,3.99,1.24,27.93,26.69
8/2/2021,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,1,casual,4,0,3.99,1.24,15.96,14.72
8/2/2021,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0,casual,1,0,3.99,1.24,3.99,2.75
8/2/2021,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0,casual,2,0,3.99,1.24,7.98,6.74
8/2/2021,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0,casual,2,0,3.99,1.24,7.98,6.74
8/2/2021,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0,casual,3,0,3.99,1.24,11.97,10.73
8/2/2021,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0,casual,6,0,3.99,1.24,23.94,22.7
8/2/2021,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,1,casual,4,0,3.99,1.24,15.96,14.72
8/2/2021,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,1,casual,4,0,3.99,1.24,15.96,14.72
8/2/2021,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0,casual,1,0,3.99,1.24,3.99,2.75
8/2/2021,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0,casual,1,0,3.99,1.24,3.99,2.75
8/2/2021,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0,casual,3,0,3.99,1.24,11.97,10.73
8/2/2021,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0,casual,8,0,3.99,1.24,31.92,30.68
8/2/2021,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0,casual,0,0,3.99,1.24,0,-1.24
8/2/2021,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0,casual,3,0,3.99,1.24,11.97,10.73
9/2/2021,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0,casual,1,0,3.99,1.24,3.99,2.75
9/2/2021,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0,casual,4,0,3.99,1.24,15.96,14.72
9/2/2021,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0,casual,1,0,3.99,1.24,3.99,2.75
9/2/2021,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0,casual,4,0,3.99,1.24,15.96,14.72
9/2/2021,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0,casual,8,0,3.99,1.24,31.92,30.68
9/2/2021,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0,casual,1,0,3.99,1.24,3.99,2.75
9/2/2021,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0,casual,4,0,3.99,1.24,15.96,14.72
9/2/2021,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0,casual,2,0,3.99,1.24,7.98,6.74
9/2/2021,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0,casual,2,0,3.99,1.24,7.98,6.74
9/2/2021,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0,casual,3,0,3.99,1.24,11.97,10.73
9/2/2021,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0,casual,7,0,3.99,1.24,27.93,26.69
9/2/2021,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0,casual,9,0,3.99,1.24,35.91,34.67
9/2/2021,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0,casual,2,0,3.99,1.24,7.98,6.74
9/2/2021,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0,casual,1,0,3.99,1.24,3.99,2.75
9/2/2021,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0,casual,0,0,3.99,1.24,0,-1.24
9/2/2021,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0,casual,4,0,3.99,1.24,15.96,14.72
9/2/2021,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0,casual,5,0,3.99,1.24,19.95,18.71
10/2/2021,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0,casual,1,0,3.99,1.24,3.99,2.75
10/2/2021,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0,casual,1,0,3.99,1.24,3.99,2.75
10/2/2021,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0,casual,1,0,3.99,1.24,3.99,2.75
10/2/2021,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0,casual,4,0,3.99,1.24,15.96,14.72
10/2/2021,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0,casual,3,0,3.99,1.24,11.97,10.73
10/2/2021,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0,casual,6,0,3.99,1.24,23.94,22.7
10/2/2021,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0,casual,0,0,3.99,1.24,0,-1.24
10/2/2021,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0,casual,4,0,3.99,1.24,15.96,14.72
10/2/2021,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0,casual,6,0,3.99,1.24,23.94,22.7
10/2/2021,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0,casual,3,0,3.99,1.24,11.97,10.73
10/2/2021,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0,casual,2,0,3.99,1.24,7.98,6.74
10/2/2021,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0,casual,4,0,3.99,1.24,15.96,14.72
10/2/2021,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0,casual,2,0,3.99,1.24,7.98,6.74
10/2/2021,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0,casual,4,0,3.99,1.24,15.96,14.72
10/2/2021,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0,casual,1,0,3.99,1.24,3.99,2.75
11/2/2021,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0,casual,2,0,3.99,1.24,7.98,6.74
11/2/2021,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0,casual,1,0,3.99,1.24,3.99,2.75
11/2/2021,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0,casual,0,0,3.99,1.24,0,-1.24
11/2/2021,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0,casual,0,0,3.99,1.24,0,-1.24
11/2/2021,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,casual,1,0,3.99,1.24,3.99,2.75
11/2/2021,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0,casual,1,0,3.99,1.24,3.99,2.75
11/2/2021,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0,casual,4,0,3.99,1.24,15.96,14.72
11/2/2021,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0,casual,8,0,3.99,1.24,31.92,30.68
11/2/2021,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0,casual,5,0,3.99,1.24,19.95,18.71
11/2/2021,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0,casual,12,0,3.99,1.24,47.88,46.64
11/2/2021,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0,casual,7,0,3.99,1.24,27.93,26.69
11/2/2021,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0,casual,21,0,3.99,1.24,83.79,82.55
11/2/2021,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0,casual,17,0,3.99,1.24,67.83,66.59
11/2/2021,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0,casual,12,0,3.99,1.24,47.88,46.64
11/2/2021,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0,casual,14,0,3.99,1.24,55.86,54.62
11/2/2021,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0,casual,18,0,3.99,1.24,71.82,70.58
11/2/2021,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0,casual,9,0,3.99,1.24,35.91,34.67
11/2/2021,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0,casual,7,0,3.99,1.24,27.93,26.69
11/2/2021,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0,casual,2,0,3.99,1.24,7.98,6.74
11/2/2021,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0,casual,1,0,3.99,1.24,3.99,2.75
11/2/2021,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0,casual,2,0,3.99,1.24,7.98,6.74
11/2/2021,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0,casual,5,0,3.99,1.24,19.95,18.71
12/2/2021,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0,casual,3,0,3.99,1.24,11.97,10.73
12/2/2021,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0,casual,2,0,3.99,1.24,7.98,6.74
12/2/2021,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0,casual,2,0,3.99,1.24,7.98,6.74
12/2/2021,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,casual,3,0,3.99,1.24,11.97,10.73
12/2/2021,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0,casual,0,0,3.99,1.24,0,-1.24
12/2/2021,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0,casual,0,0,3.99,1.24,0,-1.24
12/2/2021,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0,casual,1,0,3.99,1.24,3.99,2.75
12/2/2021,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0,casual,2,0,3.99,1.24,7.98,6.74
12/2/2021,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0,casual,2,0,3.99,1.24,7.98,6.74
12/2/2021,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0,casual,5,0,3.99,1.24,19.95,18.71
12/2/2021,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0,casual,13,0,3.99,1.24,51.87,50.63
12/2/2021,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0,casual,30,0,3.99,1.24,119.7,118.46
12/2/2021,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0,casual,27,0,3.99,1.24,107.73,106.49
12/2/2021,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0,casual,32,0,3.99,1.24,127.68,126.44
12/2/2021,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0,casual,30,0,3.99,1.24,119.7,118.46
12/2/2021,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0,casual,47,0,3.99,1.24,187.53,186.29
12/2/2021,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0,casual,42,0,3.99,1.24,167.58,166.34
12/2/2021,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,1,casual,24,0,3.99,1.24,95.76,94.52
12/2/2021,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0,casual,4,0,3.99,1.24,15.96,14.72
12/2/2021,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0,casual,2,0,3.99,1.24,7.98,6.74
12/2/2021,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0,casual,1,0,3.99,1.24,3.99,2.75
12/2/2021,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,casual,9,0,3.99,1.24,35.91,34.67
12/2/2021,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0,casual,6,0,3.99,1.24,23.94,22.7
12/2/2021,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0,casual,1,0,3.99,1.24,3.99,2.75
13/2/2021,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0,casual,5,0,3.99,1.24,19.95,18.71
13/2/2021,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0,casual,1,0,3.99,1.24,3.99,2.75
13/2/2021,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0,casual,1,0,3.99,1.24,3.99,2.75
13/2/2021,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0,casual,4,0,3.99,1.24,15.96,14.72
13/2/2021,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0,casual,0,0,3.99,1.24,0,-1.24
13/2/2021,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0,casual,2,0,3.99,1.24,7.98,6.74
13/2/2021,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0,casual,0,0,3.99,1.24,0,-1.24
13/2/2021,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0,casual,1,0,3.99,1.24,3.99,2.75
13/2/2021,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0,casual,12,0,3.99,1.24,47.88,46.64
13/2/2021,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0,casual,19,0,3.99,1.24,75.81,74.57
13/2/2021,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0,casual,26,0,3.99,1.24,103.74,102.5
13/2/2021,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0,casual,58,0,3.99,1.24,231.42,230.18
13/2/2021,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0,casual,62,0,3.99,1.24,247.38,246.14
13/2/2021,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0,casual,51,0,3.99,1.24,203.49,202.25
13/2/2021,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0,casual,40,0,3.99,1.24,159.6,158.36
13/2/2021,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0,casual,28,0,3.99,1.24,111.72,110.48
13/2/2021,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0,casual,30,0,3.99,1.24,119.7,118.46
13/2/2021,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0,casual,17,0,3.99,1.24,67.83,66.59
13/2/2021,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0,casual,11,0,3.99,1.24,43.89,42.65
13/2/2021,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0,casual,15,0,3.99,1.24,59.85,58.61
13/2/2021,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0,casual,6,0,3.99,1.24,23.94,22.7
13/2/2021,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0,casual,5,0,3.99,1.24,19.95,18.71
13/2/2021,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0,casual,3,0,3.99,1.24,11.97,10.73
14/2/2021,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0,casual,3,0,3.99,1.24,11.97,10.73
14/2/2021,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0,casual,1,0,3.99,1.24,3.99,2.75
14/2/2021,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0,casual,0,0,3.99,1.24,0,-1.24
14/2/2021,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0,casual,1,0,3.99,1.24,3.99,2.75
14/2/2021,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0,casual,0,0,3.99,1.24,0,-1.24
14/2/2021,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0,casual,0,0,3.99,1.24,0,-1.24
14/2/2021,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0,casual,1,0,3.99,1.24,3.99,2.75
14/2/2021,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0,casual,2,0,3.99,1.24,7.98,6.74
14/2/2021,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0,casual,7,0,3.99,1.24,27.93,26.69
14/2/2021,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0,casual,8,0,3.99,1.24,31.92,30.68
14/2/2021,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0,casual,9,0,3.99,1.24,35.91,34.67
14/2/2021,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0,casual,10,0,3.99,1.24,39.9,38.66
14/2/2021,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0,casual,27,0,3.99,1.24,107.73,106.49
14/2/2021,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0,casual,27,0,3.99,1.24,107.73,106.49
14/2/2021,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0,casual,14,0,3.99,1.24,55.86,54.62
14/2/2021,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,1,casual,19,0,3.99,1.24,75.81,74.57
14/2/2021,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0,casual,16,0,3.99,1.24,63.84,62.6
14/2/2021,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,1,casual,25,0,3.99,1.24,99.75,98.51
14/2/2021,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,1,casual,11,0,3.99,1.24,43.89,42.65
14/2/2021,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0,casual,12,0,3.99,1.24,47.88,46.64
14/2/2021,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0,casual,5,0,3.99,1.24,19.95,18.71
14/2/2021,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,1,casual,8,0,3.99,1.24,31.92,30.68
14/2/2021,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,1,casual,1,0,3.99,1.24,3.99,2.75
14/2/2021,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0,casual,1,0,3.99,1.24,3.99,2.75
15/2/2021,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0,casual,7,0,3.99,1.24,27.93,26.69
15/2/2021,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,1,casual,0,0,3.99,1.24,0,-1.24
15/2/2021,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,1,casual,1,0,3.99,1.24,3.99,2.75
15/2/2021,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,1,casual,0,0,3.99,1.24,0,-1.24
15/2/2021,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0,casual,0,0,3.99,1.24,0,-1.24
15/2/2021,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0,casual,0,0,3.99,1.24,0,-1.24
15/2/2021,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0,casual,2,0,3.99,1.24,7.98,6.74
15/2/2021,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0,casual,10,0,3.99,1.24,39.9,38.66
15/2/2021,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0,casual,2,0,3.99,1.24,7.98,6.74
15/2/2021,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0,casual,5,0,3.99,1.24,19.95,18.71
15/2/2021,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0,casual,11,0,3.99,1.24,43.89,42.65
15/2/2021,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0,casual,6,0,3.99,1.24,23.94,22.7
15/2/2021,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0,casual,14,0,3.99,1.24,55.86,54.62
15/2/2021,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0,casual,10,0,3.99,1.24,39.9,38.66
15/2/2021,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0,casual,11,0,3.99,1.24,43.89,42.65
15/2/2021,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0,casual,21,0,3.99,1.24,83.79,82.55
15/2/2021,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0,casual,15,0,3.99,1.24,59.85,58.61
15/2/2021,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0,casual,14,0,3.99,1.24,55.86,54.62
15/2/2021,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0,casual,3,0,3.99,1.24,11.97,10.73
15/2/2021,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0,casual,3,0,3.99,1.24,11.97,10.73
15/2/2021,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,casual,5,0,3.99,1.24,19.95,18.71
15/2/2021,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,casual,0,0,3.99,1.24,0,-1.24
15/2/2021,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0,casual,0,0,3.99,1.24,0,-1.24
